2.583671502786129004e-01,2.515133301798985199e-01,2.495346404888432179e-01,2.458462816457802624e-01,2.474355842551966278e-01,2.453577063174284811e-01,2.469881955909343230e-01,2.482629281064654414e-01,2.480789172403766729e-01,2.553201208385843524e-01,2.640875745714734713e-01,2.694121636570973033e-01,2.777811941550857311e-01,2.854325626264100357e-01,2.899659518800030145e-01,2.890446013118974644e-01,2.934886761428890933e-01,2.938974913959053747e-01,2.960095559612304639e-01,2.887879396938367593e-01,2.729238476028379434e-01,2.553051480926988859e-01,2.530474604286324647e-01,2.583610741273605349e-01,2.618357263570857407e-01,2.584983092613079014e-01,2.490984837953215125e-01,2.524991642787736135e-01,2.755503367347763577e-01,2.819886953212203951e-01,2.777675351491316613e-01,2.728408900411777305e-01,2.612218243970338971e-01,2.355910351080817700e-01,2.120495275744842534e-01,2.037634201699759506e-01,2.046129802779368401e-01,2.076825468629391880e-01,2.060920505110823697e-01,2.032431295612464606e-01,1.999243372959080833e-01,1.906873267108839531e-01,1.889917403603189605e-01,1.939887159993067822e-01,2.037533696856436150e-01,2.136188837053950573e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,1.968694752422270877e-01,2.137342578386023373e-01,2.262946965929685250e-01,2.144762559756211440e-01,2.004150637112317446e-01,1.918566829000576401e-01,1.848668422058515892e-01,1.715689256022356890e-01,1.713660875526099581e-01,1.824866633031752006e-01,1.951025394955147041e-01,1.995731445260553460e-01,2.040313635615190746e-01,2.087792239170908060e-01,2.154704429697380519e-01
2.685732016665025590e-01,2.631525056384945715e-01,2.571380721760420096e-01,2.528342849145582827e-01,2.522255490879571349e-01,2.498943834374313111e-01,2.572555484315494079e-01,2.660328226984460809e-01,2.723222345030231750e-01,2.819437063773763130e-01,2.902412573688915032e-01,2.971163075448780555e-01,3.047213841597919415e-01,3.141549621904886069e-01,3.175356211624892344e-01,3.145146948532745457e-01,3.105509910296231912e-01,3.044867336516295930e-01,2.996026385202736897e-01,2.911768244608421430e-01,2.773442170127861095e-01,2.657713097223464160e-01,2.681295533212572080e-01,2.735010711191061539e-01,2.781584679694766304e-01,2.792800599908638048e-01,2.759585892718046107e-01,2.790500731466415418e-01,2.925685922901635205e-01,2.984000510828915820e-01,2.917447155440732187e-01,2.844733593838562058e-01,2.681981439282247193e-01,2.456486500132580852e-01,2.243824379373255962e-01,2.155008531181124010e-01,2.117631651496572065e-01,2.106022257486414029e-01,2.061886482837601564e-01,2.012852788960072248e-01,1.958421033318726856e-01,1.890078223352877895e-01,1.895705144008219545e-01,1.970446033857315982e-01,2.048191715616171082e-01,2.082725918905831142e-01,-1.000000000000000000e+00,1.965262604002987468e-01,2.099991612829262833e-01,2.284180156663357941e-01,2.403029302255951238e-01,2.246034265900630489e-01,2.047659556747674081e-01,1.913047938655675351e-01,1.878959992510349508e-01,1.755411041999629385e-01,1.751344820120322998e-01,1.841504640036589757e-01,1.987368612154007952e-01,2.028532843279634568e-01,2.120866911154916101e-01,2.191647441282962294e-01,2.232447848710172877e-01
2.711912555592579377e-01,2.682617868084523627e-01,2.611512446906363305e-01,2.600677013210912492e-01,2.608817825820328729e-01,2.639042332393192192e-01,2.756658880899225395e-01,2.830280893255020525e-01,2.892480702777764368e-01,3.036646695878768010e-01,3.124892826748078001e-01,3.227317361592077494e-01,3.372369612403559591e-01,3.439230280211892365e-01,3.471153345298395587e-01,3.453692976037776030e-01,3.360553299029067631e-01,3.266153660105931000e-01,3.120758458537302160e-01,3.020979479285607061e-01,2.952753062918175297e-01,2.889986959538549671e-01,2.911848627874275008e-01,2.959294621666609393e-01,3.045624050062893939e-01,3.114632937146663560e-01,3.248729558906407466e-01,3.224754392332928044e-01,3.211946501347838767e-01,3.234447400841413689e-01,3.184188131113338538e-01,3.156223661557489568e-01,2.969714537271698207e-01,2.669651539826756181e-01,2.392657923632897088e-01,2.287671291755342118e-01,2.209443979742951036e-01,2.128713531632948630e-01,2.024463274462122708e-01,1.960385045380205193e-01,1.928792247434756302e-01,1.900162899278963202e-01,1.936154652975391466e-01,2.028177203677317131e-01,2.118860326905875890e-01,2.152287109360645490e-01,-1.000000000000000000e+00,2.118860933287138870e-01,2.229096717546569240e-01,2.373046867889128109e-01,2.433283570778476124e-01,2.302673663177591257e-01,2.130259374060990973e-01,2.010188920887789887e-01,1.969810538783575149e-01,1.876500035008737965e-01,1.855086063299608012e-01,1.883917262035437190e-01,1.986321078912245408e-01,2.069247259414195295e-01,2.185909113919706215e-01,2.245583100330009740e-01,2.271135869632234794e-01
2.672861721849829619e-01,2.687093911944007374e-01,2.628264804007396371e-01,2.676259995579026718e-01,2.730616242692852080e-01,2.793892795136705964e-01,2.974248700242250742e-01,3.064018507770415178e-01,3.126496009050562241e-01,3.285389303667579641e-01,3.399812112748242243e-01,3.523275584037431907e-01,3.687208050769497647e-01,3.790005206037924124e-01,3.781469641696724726e-01,3.740519371357947653e-01,3.638517205532049159e-01,3.533046658099761594e-01,3.383821218302549561e-01,3.316870115827433296e-01,3.299001810873795071e-01,3.300637955239604238e-01,3.314533282010452275e-01,3.370636075803822851e-01,3.449737101959611252e-01,3.519474646727756562e-01,3.630473985224253464e-01,3.577088420439872296e-01,3.522428045944853148e-01,3.524915771018110044e-01,3.489606451981114854e-01,3.447519502857878115e-01,3.230206447523685243e-01,2.945267921627482410e-01,2.667992517999933089e-01,2.550656313000785325e-01,2.436850668600664127e-01,2.305494191059125342e-01,2.154239021108697028e-01,2.023573021852704823e-01,1.978014657014383060e-01,1.958403412966267521e-01,1.994871015267426495e-01,2.046621491804553328e-01,2.117220205202570149e-01,2.164180107239722650e-01,-1.000000000000000000e+00,2.251720152091765126e-01,2.278890900708008260e-01,2.330470235723278716e-01,2.340663006421941361e-01,2.241640899784204111e-01,2.092873351218504929e-01,2.053213305663900146e-01,2.045796235343549929e-01,1.981645528466300377e-01,1.943472823837422148e-01,1.901019640021293089e-01,1.973281801249762157e-01,2.131841946592405446e-01,2.285879802847753384e-01,2.293451500582887048e-01,2.291948848127653982e-01
2.721560913104413837e-01,2.778567043177346818e-01,2.746458137506744834e-01,2.803707205985933038e-01,2.861830663565651522e-01,2.988503824442383383e-01,3.189764031232971142e-01,3.321904074535358964e-01,3.468870081671117656e-01,3.652854456748119705e-01,3.766129367873912170e-01,3.833833203318043892e-01,3.989837176036422628e-01,4.112121125386642428e-01,4.068238539594539183e-01,3.981505138932362464e-01,3.845470719460968301e-01,3.748391304900113852e-01,3.683840742323517548e-01,3.648160470698877944e-01,3.666007177038479448e-01,3.708750121949268008e-01,3.685984805053236779e-01,3.680205670881320223e-01,3.730698577805402483e-01,3.796348749401278200e-01,3.837901147861468854e-01,3.837901147861468854e-01,3.820331730775912704e-01,3.802684353946212958e-01,3.797790238651428951e-01,3.775226852184477844e-01,3.509429439709667031e-01,3.223137540879089102e-01,2.994841425518273703e-01,2.851133196152393356e-01,2.681400632355066538e-01,2.529473942575551915e-01,2.381601100335861698e-01,2.229869919844251758e-01,2.183496315995849812e-01,2.160156389538131494e-01,2.156865945230751480e-01,2.178782952143047957e-01,2.196045114591236302e-01,2.219341442769292572e-01,-1.000000000000000000e+00,2.336237187738335885e-01,2.271469913269016372e-01,2.246821548162269977e-01,2.229556062127335814e-01,2.157720625000942860e-01,2.065973481613840868e-01,2.101655985513770641e-01,2.126434624728019696e-01,2.088366083998753897e-01,2.086262461016324954e-01,2.049769224699496961e-01,2.113446183982693460e-01,2.267992132466942756e-01,2.429900352645399941e-01,2.399400959512647535e-01,2.378953646861104998e-01
2.872518710506218875e-01,2.962927858196330311e-01,3.035411627214696373e-01,3.061157262901961773e-01,3.103478553272455143e-01,3.257852587007672995e-01,3.415722995849607702e-01,3.548094678598991414e-01,3.735702070144661935e-01,3.935696523282098402e-01,4.045614128878911586e-01,4.121169862509946880e-01,4.269401800119065893e-01,4.298046423652768788e-01,4.210337543474667044e-01,4.168335955074791710e-01,4.010833414395441610e-01,3.904469483884557834e-01,3.906831760216567528e-01,3.881801732589800769e-01,3.895825330487157068e-01,3.925719097538341029e-01,3.960371471388149933e-01,3.961100566799161116e-01,3.977328687966898979e-01,4.023503117080734492e-01,4.071211424819066171e-01,4.088096641712811175e-01,4.078966410190116298e-01,4.015294759163813842e-01,3.982195886853355793e-01,3.970923220404891096e-01,3.752694410032078043e-01,3.551828033331078105e-01,3.392954425358394310e-01,3.231974826296738490e-01,2.997775087117008352e-01,2.805397909434340642e-01,2.625058343782541437e-01,2.459211758222065169e-01,2.371003255443773217e-01,2.386723194142011950e-01,2.425110707627526896e-01,2.433515907364559583e-01,2.405061456233757999e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,2.476835469560267899e-01,2.399874681276187305e-01,2.311896143990715968e-01,2.246313303346021417e-01,2.179833232310718349e-01,2.158974611150681344e-01,2.250358535757234213e-01,2.347103672624540893e-01,2.333058638838587662e-01,2.262121266810779296e-01,2.250246517359715259e-01,2.336865353450595650e-01,2.446159424322531528e-01,2.562317977642359912e-01,2.651008764085674985e-01,2.740230989768518421e-01
3.170323485168129451e-01,3.174787899951404535e-01,3.263044382566794854e-01,3.297002797934490692e-01,3.349084262299906189e-01,3.491849538787357154e-01,3.631368061056468588e-01,3.779226702705308916e-01,3.954354089152100071e-01,4.110688823543503512e-01,4.162819666031298826e-01,4.245976820755238412e-01,4.403626416687543843e-01,4.423267772162403633e-01,4.377412923522083221e-01,4.326483058503061141e-01,4.185614798204148612e-01,4.087355310516971874e-01,4.089884238530873684e-01,4.077507010108737395e-01,4.132575284087259271e-01,4.105192865504379007e-01,4.077496095854100111e-01,4.034885748000907046e-01,4.013027485207321110e-01,4.040439435244633226e-01,4.134129332980716609e-01,4.181246640790169944e-01,4.198289322196736562e-01,4.173479432139718948e-01,4.131567845456268206e-01,4.079985179492960912e-01,3.941428068076330837e-01,3.870648145406277996e-01,3.740755074587810980e-01,3.578236491990058332e-01,3.400500621408649171e-01,3.212277824528658732e-01,3.035509004167883940e-01,2.925014454601021496e-01,2.839717072335913306e-01,2.842555741347968512e-01,2.825790985789938814e-01,2.772687842141914327e-01,2.675250849849539758e-01,-1.000000000000000000e+00,2.553718580340645916e-01,2.594499659943020342e-01,2.592690735136855551e-01,2.572821843593089408e-01,2.500886138236451117e-01,2.469216816519516078e-01,2.467798025669224460e-01,2.500016640893713005e-01,2.515918203792243402e-01,2.500762906670224162e-01,2.436557856143266587e-01,2.429974807919368374e-01,2.509459037341521537e-01,2.569701469176355335e-01,2.743215853658087511e-01,2.988383108707609592e-01,3.205896493097519229e-01
3.439482878857479942e-01,3.393496374839626850e-01,3.458867037958811008e-01,3.532610452692602765e-01,3.618024845473671869e-01,3.734163178860857579e-01,3.834294043919359019e-01,3.957684706611209746e-01,4.151357812123302460e-01,4.315859821096827975e-01,4.330107798417733855e-01,4.327512789345495103e-01,4.395443409812199165e-01,4.360667212339134902e-01,4.324063808350991356e-01,4.269142000717320307e-01,4.197552898807334065e-01,4.175211615279419974e-01,4.235832080506176656e-01,4.279153557292455501e-01,4.302054102155066784e-01,4.207883176719960372e-01,4.115547987272027419e-01,4.030029627709004747e-01,3.999356902271166136e-01,3.932815151322826552e-01,4.039896808484645940e-01,4.122224541602615977e-01,4.135542702177049668e-01,4.188625543321997657e-01,4.211341498511905757e-01,4.186584343926799123e-01,4.110571672081487771e-01,4.138528706489528197e-01,4.024674127674451873e-01,3.893924671487972167e-01,3.817267693190751765e-01,3.675653772620997017e-01,3.525454344083671088e-01,3.478204014819880063e-01,3.456799311628364624e-01,3.456228245233088359e-01,3.411810956359722646e-01,3.324473785030219730e-01,3.197411835091227283e-01,-1.000000000000000000e+00,3.000121221578712638e-01,2.949487844764565603e-01,2.908140529247674744e-01,2.915809255551181645e-01,2.834919902928298985e-01,2.849672354241906680e-01,2.837555024604244691e-01,2.768646048622297462e-01,2.651443899141258109e-01,2.666131609827178117e-01,2.673123193130659825e-01,2.706795317472442397e-01,2.856157065601253597e-01,2.928847185035988732e-01,3.087660003941167797e-01,3.345114176149177054e-01,3.579087070756557520e-01
3.711721730712175815e-01,3.664962888716074008e-01,3.697595458335075636e-01,3.732096954711365266e-01,3.818993999016376262e-01,3.917249466675712388e-01,3.968945507387910410e-01,4.021792615054776698e-01,4.193799116477494593e-01,4.350534307797572775e-01,4.383702809933178179e-01,4.404594121188325495e-01,4.404824126526908912e-01,4.318389693237148497e-01,4.273485083594656397e-01,4.212369724308005492e-01,4.105936154731419374e-01,4.097956674609218863e-01,4.208927709333038503e-01,4.270308206473206192e-01,4.256094236883117277e-01,4.193938786539664898e-01,4.148852737398406321e-01,4.034313464583575426e-01,3.914570060146023711e-01,3.806021435804547992e-01,3.942617988103964133e-01,4.086009513973937746e-01,4.161006666827849476e-01,4.225242487470935449e-01,4.208468341992989692e-01,4.180697653743993825e-01,4.164002652976934171e-01,4.238216788729805007e-01,4.189742119100300366e-01,4.146754633696790315e-01,4.115409520725912818e-01,4.033833271311437207e-01,3.940850884137706012e-01,3.948864845312370919e-01,3.995543525512782468e-01,3.985733370111643192e-01,3.918454904697282748e-01,3.829402180347156182e-01,3.731224541681489315e-01,-1.000000000000000000e+00,3.639325957832644232e-01,3.557721543758494143e-01,3.457159324167210501e-01,3.365006420559151779e-01,3.307244826973267937e-01,3.328908428346987747e-01,3.223200584803092572e-01,3.035249577594794079e-01,2.874561603514247388e-01,2.974518838076955496e-01,3.049313377478322651e-01,3.141186979859328376e-01,3.309226341498493484e-01,3.410250999756346824e-01,3.496898654035579534e-01,3.623636979060267937e-01,3.722338757275276966e-01
3.859074547673638778e-01,3.890347068160973643e-01,3.957742895935945082e-01,4.005521416109871780e-01,4.065156523475786376e-01,4.101573746592565572e-01,4.131915081537801404e-01,4.156206344400442676e-01,4.230389280581460243e-01,4.295580216822444952e-01,4.320935834228479266e-01,4.318932038912999816e-01,4.270108122857608213e-01,4.207060947565919307e-01,4.221152582582495816e-01,4.183023340675627311e-01,4.065457016211184160e-01,4.044148340138550290e-01,4.141368686808454269e-01,4.186957779026181936e-01,4.220733725152392979e-01,4.273874631215313635e-01,4.294435415871867279e-01,4.112656298744190031e-01,3.927284263708892276e-01,3.816606342750284431e-01,3.886074791903584291e-01,3.988874499066219492e-01,4.080905226484447534e-01,4.127643846636246394e-01,4.131754319951140841e-01,4.188823850847527286e-01,4.263473999779477386e-01,4.356630035464336137e-01,4.368795478548375688e-01,4.365191028068972634e-01,4.319283907281010748e-01,4.250759632326387982e-01,4.185553922376904490e-01,4.134269654606287370e-01,4.130805587729406425e-01,4.143949622257333543e-01,4.143878542509092378e-01,4.130529882212753967e-01,4.131460515972154579e-01,-1.000000000000000000e+00,4.123434014491197397e-01,3.994002664495968080e-01,3.928179113084039331e-01,3.869612031120748252e-01,3.820864340962452088e-01,3.775547460219814133e-01,3.569650663549610026e-01,3.348422259651435695e-01,3.291372851705623437e-01,3.383910172381893178e-01,3.476237271177349264e-01,3.587388451966438963e-01,3.736704576166972602e-01,3.816899174728938804e-01,3.849415450771717095e-01,3.897792094233187288e-01,3.841455286746233155e-01
